USN,Department,Year,Skills_Already_Know,Proficiency_Already_Know,Skills_Currently_Learning,Proficiency_Currently_Learning,Skills_Want_To_Learn,Proficiency_Want_To_Learn,Total_Skills
1KG23CH034,Chemical,2,Separation Processes; Process Control; Organic Chemistry,5; 5; 3,MATLAB; Reaction Engineering; Project Management,2; 2; 3,Vehicle Dynamics; Statistics; C++,2; 1; 2,9
1KG23CH035,Chemical,3,MATLAB; Process Control; Organic Chemistry,5; 4; 5,Project Management; Excel; Reaction Engineering,3; 3; 2,Statistics; Scikit-learn; GIS,2; 2; 0,9
1KG23CH036,Chemical,4,Organic Chemistry; Reaction Engineering,3; 3,Project Management; Separation Processes; MATLAB; Process Control,2; 2; 3; 3,Docker; Revit; Python; Pandas,0; 1; 2; 0,10
1KG23CH037,Chemical,1,Reaction Engineering; Organic Chemistry; MATLAB; Separation Processes; Process Control; Excel,3; 5; 3; 4; 3; 4,Project Management,1,Pandas; SQL; Soil Mechanics,1; 1; 1,10
1KG23CH038,Chemical,2,Separation Processes; Organic Chemistry; Reaction Engineering; Process Control,4; 5; 3; 4,MATLAB; Project Management; Excel,2; 3; 3,Databases; C++,2; 0,9
1KG23CH039,Chemical,3,Organic Chemistry; Process Control; Reaction Engineering; Separation Processes,3; 5; 3; 5,Project Management; Excel,1; 1,Automotive Design; Powertrain,2; 1,8
1KG23CH040,Chemical,4,Reaction Engineering; Process Control; Separation Processes,3; 4; 3,Organic Chemistry; Project Management; MATLAB,1; 3; 3,Git; Data Visualization,1; 2,8
1KG23CH041,Chemical,1,Process Control; Separation Processes; Excel,5; 5; 5,Reaction Engineering; Organic Chemistry; Project Management,3; 2; 2,Manufacturing; Thermodynamics; CSS; Python,2; 1; 2; 1,10
1KG23CH042,Chemical,2,Organic Chemistry; Separation Processes; Project Management; Reaction Engineering,3; 3; 4; 3,MATLAB; Excel; Process Control,1; 1; 1,HTML; Finite Element Analysis; Surveying,1; 2; 2,10
1KG23CH043,Chemical,3,Organic Chemistry; Separation Processes; Process Control; Reaction Engineering,3; 5; 4; 5,MATLAB; Project Management,2; 1,Revit; Manufacturing,0; 2,8
1KG23CH044,Chemical,4,Organic Chemistry; Process Control; Excel; Reaction Engineering; Separation Processes,4; 3; 4; 4; 5,MATLAB; Project Management,2; 2,Web Development; PyTorch; Node.js; Structural Analysis,1; 1; 2; 0,11
1KG23CH045,Chemical,1,Reaction Engineering; Process Control; Separation Processes,4; 4; 3,MATLAB; Project Management; Excel,3; 3; 3,SolidWorks; Pandas,2; 1,8
1KG23CH046,Chemical,2,Process Control; Separation Processes; Reaction Engineering,5; 5; 4,MATLAB; Excel,3; 2,C++; Powertrain,2; 1,7
1KG23CH047,Chemical,3,Process Control; Separation Processes; Excel,4; 4; 3,Organic Chemistry; Project Management; Reaction Engineering,2; 3; 2,GIS; Powertrain,1; 2,8
1KG23CH048,Chemical,4,Process Control; Organic Chemistry,5; 5,Separation Processes; Project Management; MATLAB,3; 3; 3,TensorFlow; PyTorch; SolidWorks,0; 1; 1,8
1KG23CH049,Chemical,1,Separation Processes; Organic Chemistry,4; 5,Process Control; Project Management; MATLAB; Reaction Engineering,2; 2; 2; 1,Structural Analysis; CSS; TensorFlow; Concrete Design,2; 1; 0; 2,10
1KG23CH050,Chemical,2,Organic Chemistry; Project Management; Reaction Engineering; Separation Processes,5; 3; 5; 3,Process Control; Excel; MATLAB,1; 3; 2,Python; Surveying; React,2; 1; 0,10
1KG23CH051,Chemical,3,Reaction Engineering; Organic Chemistry; Project Management,3; 4; 5,Separation Processes; Excel; Process Control,1; 1; 1,PyTorch; GIS; Databases,0; 2; 2,9
1KG23CH052,Chemical,4,Reaction Engineering; Separation Processes; Project Management; Process Control,3; 3; 3; 4,Organic Chemistry; MATLAB,3; 3,GIS; 3D Design,1; 0,8
1KG23CH053,Chemical,1,Separation Processes; Process Control; Reaction Engineering,4; 3; 3,Organic Chemistry; MATLAB; Project Management,1; 2; 1,SolidWorks; Java; Structural Analysis,1; 1; 1,9
1KG23CH054,Chemical,2,Separation Processes; MATLAB; Organic Chemistry,5; 5; 5,Reaction Engineering; Excel; Process Control; Project Management,2; 3; 3; 2,Thermodynamics; PyTorch; Soil Mechanics; SolidWorks,0; 2; 1; 1,11
1KG23CH055,Chemical,3,Process Control; Separation Processes; Organic Chemistry,3; 4; 4,Reaction Engineering; Project Management; Excel,1; 3; 1,Java; Python; Concrete Design; C++,2; 2; 1; 0,10
1KG23CH056,Chemical,4,Process Control; Organic Chemistry; MATLAB,3; 5; 4,Reaction Engineering; Project Management,1; 3,Scikit-learn; Excel; Git; Revit,0; 1; 0; 0,9
1KG23CH057,Chemical,1,Project Management; Process Control; MATLAB; Reaction Engineering; Separation Processes; Organic Chemistry,5; 4; 4; 5; 4; 3,Excel,1,Engine Systems; React; PyTorch,0; 2; 1,10
1KG23CH058,Chemical,2,Reaction Engineering; Separation Processes; Organic Chemistry; Process Control,3; 3; 4; 4,MATLAB; Excel; Project Management,3; 3; 1,Data Visualization; C++; GIS,1; 2; 2,10
1KG23CH059,Chemical,3,Project Management; Reaction Engineering; Process Control; Organic Chemistry,5; 3; 3; 3,Separation Processes; MATLAB; Excel,2; 3; 1,Automotive Design; C++,0; 2,9
1KG23CH060,Chemical,4,MATLAB; Reaction Engineering; Organic Chemistry; Process Control; Separation Processes,5; 5; 3; 5; 4,Project Management; Excel,1; 1,Engine Systems; Databases,0; 1,9
1KG23CH061,Chemical,1,Organic Chemistry; Process Control; Reaction Engineering,5; 5; 4,Project Management; MATLAB; Excel,3; 2; 1,C++; CSS; Thermodynamics; Manufacturing,1; 1; 1; 2,10
1KG23CH062,Chemical,2,Excel; Organic Chemistry; Reaction Engineering; Process Control,5; 3; 5; 3,Separation Processes; Project Management,1; 1,Scikit-learn; SQL; Vehicle Dynamics; NumPy,1; 1; 2; 0,10
1KG23CH063,Chemical,3,MATLAB; Reaction Engineering; Process Control; Separation Processes; Organic Chemistry,5; 5; 3; 5; 5,Project Management; Excel,3; 1,3D Design; Manufacturing; Java; Finite Element Analysis,2; 0; 2; 2,11
1KG23CH064,Chemical,4,Organic Chemistry; Reaction Engineering; Excel; MATLAB; Process Control; Separation Processes,4; 4; 4; 3; 5; 4,Project Management,2,CAD; HTML; SolidWorks; Pandas,0; 0; 1; 0,11
1KG23CH065,Chemical,1,MATLAB; Separation Processes; Process Control,5; 4; 4,Organic Chemistry; Reaction Engineering; Excel; Project Management,1; 2; 1; 2,Git; React,0; 1,9
1KG23CH066,Chemical,2,Organic Chemistry; Reaction Engineering,5; 4,Process Control; Excel; MATLAB; Separation Processes,2; 1; 3; 3,Surveying; Project Management; AI; Thermodynamics,1; 0; 1; 1,10
1KG23CH067,Chemical,3,Separation Processes; Organic Chemistry; Project Management,4; 3; 5,Reaction Engineering; Excel,3; 3,SolidWorks; Python; Web Development,1; 0; 2,8
1KG23CH068,Chemical,4,Reaction Engineering; Separation Processes; Excel,4; 5; 4,Organic Chemistry; MATLAB; Project Management,3; 2; 1,Data Visualization; SolidWorks; Powertrain; PyTorch,2; 1; 0; 2,10
1KG23CH069,Chemical,1,Reaction Engineering; Organic Chemistry; Separation Processes,5; 3; 3,Excel; MATLAB,3; 3,Revit; Java; Engine Systems; Thermodynamics,2; 1; 1; 2,9
1KG23CH070,Chemical,2,Reaction Engineering; Separation Processes; Process Control; Organic Chemistry,3; 4; 4; 3,Excel; MATLAB; Project Management,3; 2; 2,Scikit-learn; Surveying,0; 1,9
1KG23CH071,Chemical,3,Reaction Engineering; Process Control; Project Management; Separation Processes,4; 3; 4; 3,Excel; Organic Chemistry; MATLAB,2; 1; 3,Web Development; Thermodynamics,2; 1,9
1KG23CH072,Chemical,4,Separation Processes; Excel; Organic Chemistry; Project Management; Reaction Engineering; Process Control,4; 3; 3; 3; 5; 4,MATLAB,3,Deep Learning; Web Development; AI; Soil Mechanics,0; 0; 2; 2,11
1KG23CH073,Chemical,1,Process Control; Excel; Separation Processes; Reaction Engineering; Organic Chemistry,5; 5; 3; 4; 3,Project Management; MATLAB,3; 1,Scikit-learn; Concrete Design; CSS; Automotive Design,2; 0; 0; 0,11
1KG23CH074,Chemical,2,Reaction Engineering; Process Control; Organic Chemistry,4; 4; 5,Project Management; MATLAB; Separation Processes; Excel,3; 3; 2; 3,Java; C++; Statistics,1; 1; 0,10
1KG23CH075,Chemical,3,Process Control; Reaction Engineering; Separation Processes,5; 5; 3,MATLAB; Excel,2; 1,SolidWorks; Vehicle Dynamics; 3D Design; Statistics,1; 2; 0; 1,9
1KG23CH076,Chemical,4,Project Management; Reaction Engineering; Organic Chemistry; Separation Processes; Process Control; MATLAB,5; 3; 3; 5; 4; 3,Excel,3,Concrete Design; Pandas; CSS,1; 2; 0,10
1KG23CH077,Chemical,1,Organic Chemistry; Reaction Engineering; Separation Processes,4; 3; 5,MATLAB; Project Management; Process Control; Excel,3; 1; 3; 2,SQL; AI; 3D Design; PyTorch,2; 0; 2; 0,11
1KG23CH078,Chemical,2,Organic Chemistry; Process Control,5; 3,Separation Processes; MATLAB; Project Management,3; 3; 3,Reaction Engineering; Java; Surveying,0; 1; 0,8
1KG23CH079,Chemical,3,Reaction Engineering; Organic Chemistry,4; 4,Separation Processes; Project Management,2; 1,Thermodynamics; Pandas,2; 0,6
1KG23CH080,Chemical,4,Process Control; Separation Processes; Organic Chemistry,5; 3; 5,Reaction Engineering; MATLAB; Excel,3; 1; 1,Java; NumPy; Concrete Design,2; 2; 1,9
1KG23CH081,Chemical,1,Process Control; Excel; Organic Chemistry,4; 3; 5,Project Management; MATLAB,1; 2,Manufacturing; Data Visualization; GIS; PyTorch,0; 2; 0; 2,9
1KG23CH082,Chemical,2,Organic Chemistry; Reaction Engineering,5; 5,Process Control; Excel,1; 3,Powertrain; NumPy,1; 2,6
1KG23CH083,Chemical,3,Organic Chemistry; Reaction Engineering; Separation Processes; Process Control,4; 3; 4; 3,Project Management; Excel; MATLAB,3; 1; 3,Thermodynamics; 3D Design; Powertrain; AutoCAD,2; 1; 2; 2,11
1KG23CH084,Chemical,4,Organic Chemistry; Reaction Engineering,4; 5,Excel; MATLAB; Separation Processes,1; 2; 1,Finite Element Analysis; NumPy; 3D Design,1; 2; 1,8
1KG23CH085,Chemical,1,Process Control; MATLAB; Separation Processes; Organic Chemistry,5; 5; 5; 5,Excel; Project Management,3; 1,Concrete Design; Structural Analysis; HTML; Revit,0; 1; 2; 0,10
1KG23CH086,Chemical,2,Process Control; Organic Chemistry; MATLAB; Separation Processes; Reaction Engineering,3; 5; 4; 3; 5,Excel; Project Management,3; 3,Node.js; Engine Systems; Revit; SolidWorks,2; 0; 1; 0,11
1KG23CH087,Chemical,3,Process Control; MATLAB; Reaction Engineering; Excel,3; 5; 3; 5,Organic Chemistry; Project Management; Separation Processes,1; 3; 3,PyTorch; Node.js; Revit,1; 0; 1,10
1KG23CH088,Chemical,4,Organic Chemistry; Process Control; Reaction Engineering,5; 5; 3,Separation Processes; MATLAB,1; 2,Manufacturing; Docker,1; 0,7
1KG23CH089,Chemical,1,Separation Processes; Process Control; Reaction Engineering; Organic Chemistry; Excel,4; 3; 3; 5; 4,Project Management; MATLAB,2; 2,SQL; Automotive Design,0; 1,9
1KG23CH090,Chemical,2,Process Control; MATLAB; Reaction Engineering,4; 5; 3,Separation Processes; Project Management; Excel,1; 3; 2,CAD; Node.js,0; 1,8
1KG23CH091,Chemical,3,Separation Processes; Organic Chemistry; Reaction Engineering,4; 4; 3,Project Management; MATLAB; Excel,3; 1; 2,Statistics; Concrete Design; AI; Automotive Design,2; 2; 1; 2,10
1KG23CH092,Chemical,4,MATLAB; Project Management; Reaction Engineering; Organic Chemistry,5; 5; 3; 5,Process Control; Separation Processes; Excel,1; 3; 1,Revit; Node.js,2; 0,9
1KG23CH093,Chemical,1,MATLAB; Separation Processes; Reaction Engineering; Process Control,5; 5; 4; 4,Excel; Project Management; Organic Chemistry,3; 1; 3,C++; TensorFlow; Python,1; 0; 1,10
1KG23CH094,Chemical,2,MATLAB; Process Control; Reaction Engineering; Separation Processes; Organic Chemistry,5; 3; 4; 4; 3,Excel; Project Management,3; 3,Web Development; GIS,2; 1,9
1KG23CH095,Chemical,3,Separation Processes; Excel; Organic Chemistry; Project Management,4; 4; 4; 5,Reaction Engineering; MATLAB; Process Control,1; 3; 1,Soil Mechanics; Java; Python; CAD,1; 1; 2; 1,11
1KG23CH096,Chemical,4,Separation Processes; Process Control,4; 5,Project Management; Excel; MATLAB,2; 3; 1,Revit; CSS; Web Development; Deep Learning,1; 0; 2; 0,9
1KG23CH097,Chemical,1,Process Control; Project Management; Organic Chemistry; Separation Processes,4; 4; 3; 5,Excel; MATLAB,3; 3,Engine Systems; Finite Element Analysis; AI; Machine Learning,0; 0; 0; 1,10
1KG23CH098,Chemical,2,Organic Chemistry; Reaction Engineering,3; 4,Project Management; MATLAB,3; 2,HTML; React; C++,1; 0; 2,7
1KG23CH099,Chemical,3,Organic Chemistry; Process Control,3; 5,Reaction Engineering; Excel; MATLAB; Separation Processes,1; 3; 1; 2,Engine Systems; GIS,1; 1,8
1KG23CH100,Chemical,4,Process Control; Separation Processes; Reaction Engineering; Excel,4; 3; 4; 5,Project Management; MATLAB; Organic Chemistry,2; 1; 1,HTML; Web Development,0; 0,9
